"","CODE_CIRCO","NOM.x","PRENOM.x","CIVILITE.x","CODE_NUANCE","SCORE_2024","NOM.y","PRENOM.y","CIVILITE.y","SCORE_2022","DIFF_2024_2022","FLOURISH_CODE_CIRCO","circo_name","classe","classe_num","colour_categ","changement","text_color","popup_html"
"286","7509","ESQUIEU","Laure","Mme","LR",8.38,"OLIVIER","Jean-Baptiste","M.",7.21,1.17,"7509_AFFINE","9e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  7,21% à  8,38%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  1,17 points.</span>"
"287","7510","RICHARD","Sandrine","Mme","LR",12.31,"SHOUKRY","Habib","M.",5.12,7.19,"7510","10e circonscription de Paris","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,12% à 12,31%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,19 points.</span>"
"288","7510","RICHARD","Sandrine","Mme","LR",12.31,"SHOUKRY","Habib","M.",5.12,7.19,"7510_AFFINE","10e circonscription de Paris","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,12% à 12,31%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,19 points.</span>"
"289","7511","SZPINER","Francis","M.","LR",16.74,"CARRERE-GEE","Marie-Claire","Mme",12.2,4.54,"7511","11e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 12,20% à 16,74%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,54 points.</span>"
"290","7511","SZPINER","Francis","M.","LR",16.74,"CARRERE-GEE","Marie-Claire","Mme",12.2,4.54,"7511_AFFINE","11e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 12,20% à 16,74%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,54 points.</span>"
"291","7512","GOUJON","Philippe","M.","LR",29.79,"LORIAU","Jérôme","M.",17.56,12.23,"7512","12e circonscription de Paris","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 17,56% à 29,79%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 12,23 points.</span>"
"292","7512","GOUJON","Philippe","M.","LR",29.79,"LORIAU","Jérôme","M.",17.56,12.23,"7512_AFFINE","12e circonscription de Paris","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 17,56% à 29,79%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 12,23 points.</span>"
"293","7514","GOASGUEN","Claude","M.","LR",37.99,"SZPINER","Francis","M.",33.28,4.71,"7514","14e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 33,28% à 37,99%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,71 points.</span>"
"294","7514","GOASGUEN","Claude","M.","LR",37.99,"SZPINER","Francis","M.",33.28,4.71,"7514_AFFINE","14e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 33,28% à 37,99%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,71 points.</span>"
"295","7515","PÉRIFAN","Atanase","M.","LR",8.92,"DIDIER","François-Marie","M.",6.02,2.9,"7515","15e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  6,02% à  8,92%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  2,90 points.</span>"
"296","7515","PÉRIFAN","Atanase","M.","LR",8.92,"DIDIER","François-Marie","M.",6.02,2.9,"7515_AFFINE","15e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  6,02% à  8,92%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  2,90 points.</span>"
"297","7516","ONGHENA","Anne-Constance","Mme","LR",7.4,"TOUBIANA","Marie","Mme",5.84,1.56,"7516","16e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,84% à  7,40%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  1,56 points.</span>"
"298","7516","ONGHENA","Anne-Constance","Mme","LR",7.4,"TOUBIANA","Marie","Mme",5.84,1.56,"7516_AFFINE","16e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,84% à  7,40%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  1,56 points.</span>"
"299","7517","DE ROZIÈRES","Babette","Mme","LR",6.53,"MICHEL","Angélique","Mme",3.92,2.61,"7517","17e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  3,92% à  6,53%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  2,61 points.</span>"
"300","7517","DE ROZIÈRES","Babette","Mme","LR",6.53,"MICHEL","Angélique","Mme",3.92,2.61,"7517_AFFINE","17e circonscription de Paris","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  3,92% à  6,53%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  2,61 points.</span>"
"301","7518","BOURNAZEL","Pierre-Yves","M.","LR",31.76,"GRANIER","Rudolph","M.",3.57,28.19,"7518","18e circonscription de Paris","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  3,57% à 31,76%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 28,19 points.</span>"
"302","7518","BOURNAZEL","Pierre-Yves","M.","LR",31.76,"GRANIER","Rudolph","M.",3.57,28.19,"7518_AFFINE","18e circonscription de Paris","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  3,57% à 31,76%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 28,19 points.</span>"
"303","7601","BURES","Jean-François","M.","LR",16.01,"ROUX","Marie-Hélène","Mme",8.63,7.38,"7601","1ère circonscription de la Seine-Maritime","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  8,63% à 16,01%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,38 points.</span>"
"304","7602","GUÉGOT","Françoise","Mme","LR",18.89,"HADDAD","Jonas","M.",13.13,5.76,"7602","2e circonscription de la Seine-Maritime","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 13,13% à 18,89%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,76 points.</span>"
"305","7605","DELALANDRE","Jean","M.","LR",21.12,"LEFAUX","Eddy","M.",4.94,16.18,"7605","5e circonscription de la Seine-Maritime","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  4,94% à 21,12%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 16,18 points.</span>"
"306","7607","FIRMIN LE BODO","Agnès","Mme","LR",33.14,"FORESTIER","Jacques","M.",4.16,28.98,"7607","7e circonscription de la Seine-Maritime","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  4,16% à 33,14%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 28,98 points.</span>"
"307","7701","JULLEMIER","Denis","M.","LR",18.28,"JULLEMIER","Denis","M.",11.45,6.83,"7701","1ère circonscription de Seine-et-Marne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 11,45% à 18,28%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,83 points.</span>"
"308","7702","LACROUTE","Valérie","Mme","LR",28.45,"GARREAU","Isoline","Mme",14.54,13.91,"7702","2e circonscription de Seine-et-Marne","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 14,54% à 28,45%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 13,91 points.</span>"
"309","7704","JACOB","Christian","M.","LR",32.42,"PERIGAULT","Isabelle","Mme",21.72,10.7,"7704","4e circonscription de Seine-et-Marne","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 21,72% à 32,42%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 10,70 points.</span>"
"310","7705","RIESTER","Franck","M.","LR",39.92,"CAUX","Nicolas","M.",7.22,32.7,"7705","5e circonscription de Seine-et-Marne","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  7,22% à 39,92%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 32,70 points.</span>"
"311","7706","PARIGI","Jean-François","M.","LR",23.9,"REZEG","Hamida","Mme",14.74,9.16,"7706","6e circonscription de Seine-et-Marne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 14,74% à 23,90%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  9,16 points.</span>"
"312","7707","ALBARELLO","Yves","M.","LR",16.13,"JAHIER","Patrick","M.",9.55,6.58,"7707","7e circonscription de Seine-et-Marne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  9,55% à 16,13%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,58 points.</span>"
"313","7708","BRUNEL","Chantal","Mme","LR",14.5,"MAIRIAUX","Delphine","Mme",8.18,6.32,"7708","8e circonscription de Seine-et-Marne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  8,18% à 14,50%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,32 points.</span>"
"314","7709","GEOFFROY","Guy","M.","LR",19.57,"GEOFFROY","Guy","M.",11.66,7.91,"7709","9e circonscription de Seine-et-Marne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 11,66% à 19,57%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,91 points.</span>"
"315","7710","DE SOUSA","Olivier","M.","LR",2.47,"CAILLIS-BRANDL","Ingrid","Mme",11.5,-9.03,"7710","10e circonscription de Seine-et-Marne","Entre -10 et -5 %",2,"#d6604d","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 11,50% à  2,47%, soit une baisse de <span style='background: #d6604d; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -9,03 points.</span>"
"316","7801","BELLAMY","François-Xavier","M.","LR",27.49,"DE LA FAIRE","Olivier","M.",15.87,11.62,"7801","1ère circonscription des Yvelines","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 15,87% à 27,49%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 11,62 points.</span>"
"317","7802","THÉVENOT","Pascal","M.","LR",22.58,"THÉVENOT","Pascal","M.",14.57,8.01,"7802","2e circonscription des Yvelines","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 14,57% à 22,58%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  8,01 points.</span>"
"318","7804","FOURNIER","Ghislain","M.","LR",22.39,"CONSIGNY","Charles","M.",12.77,9.62,"7804","4e circonscription des Yvelines","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 12,77% à 22,39%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  9,62 points.</span>"
"319","7805","MYARD","Jacques","M.","LR",27.34,"DUBLANCHE","Alexandra","Mme",17.9,9.44,"7805","5e circonscription des Yvelines","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 17,90% à 27,34%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  9,44 points.</span>"
"320","7806","MORANGE","Pierre","M.","LR",26.45,"DE MONTBRIAL","Thibault","M.",17.73,8.72,"7806","6e circonscription des Yvelines","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 17,73% à 26,45%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  8,72 points.</span>"
"321","7808","VIALAY","Michel","M.","LR",17.19,"VIALAY","Michel","M.",7.85,9.34,"7808","8e circonscription des Yvelines","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  7,85% à 17,19%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  9,34 points.</span>"
"322","7809","TETART","Jean-Marie","M.","LR",20.31,"WINOCOUR LEFEVRE","Pauline","Mme",10.22,10.09,"7809","9e circonscription des Yvelines","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 10,22% à 20,31%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 10,09 points.</span>"
"323","7811","FOURGOUS","Jean-Michel","M.","LR",23.09,"BENASSAYA","Philippe","M.",17.9,5.19,"7811","11e circonscription des Yvelines","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 17,90% à 23,09%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,19 points.</span>"
"324","7902","VACHON","Séverine","Mme","LR",12.73,"BAUDREZ","Emilie","Mme",6.34,6.39,"7902","2e circonscription des Deux-Sèvres","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  6,34% à 12,73%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,39 points.</span>"
"325","7903","SCHAAF-GAUTHIER","Véronique","Mme","LR",19.08,"ROBIN","Philippe","M.",15.58,3.5,"7903","3e circonscription des Deux-Sèvres","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 15,58% à 19,08%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,50 points.</span>"
"326","8001","DECAYEUX","Stéphane","M.","LR",13.38,"ROY","Mathilde","Mme",7.01,6.37,"8001","1ère circonscription de la Somme","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  7,01% à 13,38%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,37 points.</span>"
"327","8003","MAQUET","Emmanuel","M.","LR",21.93,"MAQUET","Emmanuel","M.",26.57,-4.64,"8003","3e circonscription de la Somme","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 26,57% à 21,93%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -4,64 points.</span>"
"328","8004","DOMISE","Martin","M.","LR",18.08,"JACQUES","Vincent","M.",14.5,3.58,"8004","4e circonscription de la Somme","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 14,50% à 18,08%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,58 points.</span>"
"329","8101","BIANCHI","Anne-Michèle","Mme","LR",8.16,"PIRÈS","Rodolphe","M.",4.16,4,"8101","1ère circonscription du Tarn","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  4,16% à  8,16%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,00 points.</span>"
"330","8103","CARAYON","Bernard","M.","LR",23.53,"CARAYON","Guilhem","M.",16.28,7.25,"8103","3e circonscription du Tarn","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 16,28% à 23,53%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,25 points.</span>"
"331","8201","DEVILLE","Thierry","M.","LR",15.77,"VIGOUROUX","Claude","M.",9.26,6.51,"8201","1ère circonscription du Tarn-et-Garonne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  9,26% à 15,77%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,51 points.</span>"
"332","8301","LEVY","Geneviève","Mme","LR",25.51,"VITEL","Philippe","M.",6.64,18.87,"8301","1ère circonscription du Var","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  6,64% à 25,51%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 18,87 points.</span>"
"333","8302","VITEL","Philippe","M.","LR",19.24,"ARGENTO","Julien","M.",6.29,12.95,"8302","2e circonscription du Var","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  6,29% à 19,24%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 12,95 points.</span>"
"334","8303","MASSON","Jean-Louis","M.","LR",23.2,"RIALLAND","Valérie","Mme",11.02,12.18,"8303","3e circonscription du Var","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 11,02% à 23,20%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 12,18 points.</span>"
"335","8304","DUMONT","Françoise","Mme","LR",17.87,"HAMEL","Marie-Christine","Mme",4.75,13.12,"8304","4e circonscription du Var","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  4,75% à 17,87%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 13,12 points.</span>"
"336","8305","DECARD","Guillaume","M.","LR",19.43,"MAURIN","Jean-Marc","M.",6.39,13.04,"8305","5e circonscription du Var","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  6,39% à 19,43%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 13,04 points.</span>"
"337","8306","LAURIOL","Marc","M.","LR",15.2,"CONSTANS","Jean-Michel","M.",6.26,8.94,"8306","6e circonscription du Var","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  6,26% à 15,20%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  8,94 points.</span>"
"338","8307","VIALATTE","Jean Sébastien","M.","LR",19.06,"VINCENT","Romain","M.",11.2,7.86,"8307","7e circonscription du Var","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 11,20% à 19,06%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,86 points.</span>"
"339","8308","AUDIBERT-TROIN","Olivier","M.","LR",23.31,"JUBLOT","Guillaume","M.",5.42,17.89,"8308","8e circonscription du Var","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  5,42% à 23,31%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 17,89 points.</span>"
"340","8401","PARRY","Stéphanie","Mme","LR",10.42,"BROGI","Dominique","Mme",4.45,5.97,"8401","1ère circonscription du Vaucluse","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  4,45% à 10,42%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,97 points.</span>"
"341","8402","BOUCHET","Jean-Claude","M.","LR",22.6,"AMOROS","Elisabeth","Mme",10.02,12.58,"8402","2e circonscription du Vaucluse","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 10,02% à 22,60%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 12,58 points.</span>"
"342","8403","VÈVE","Gilles","M.","LR",13.73,"TONNAIRE","Christophe","M.",6.67,7.06,"8403","3e circonscription du Vaucluse","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  6,67% à 13,73%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,06 points.</span>"
"343","8404","PERILHOU","Jean-François","M.","LR",11.97,"ROSSIN","Roger","M.",7.67,4.3,"8404","4e circonscription du Vaucluse","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  7,67% à 11,97%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,30 points.</span>"
"344","8405","AUBERT","Julien","M.","LR",20.96,"AUBERT","Julien","M.",17.17,3.79,"8405","5e circonscription du Vaucluse","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 17,17% à 20,96%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,79 points.</span>"
"345","8501","LEBOEUF","Alain","M.","LR",26.55,"CAILLAUD","Laurent","M.",16.95,9.6,"8501","1ère circonscription de la Vendée","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 16,95% à 26,55%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  9,60 points.</span>"
"346","8502","BELLAMY","Béatrice","Mme","LR",16.69,"DE RUGY","Maxence","M.",17.34,-0.649999999999999,"8502","2e circonscription de la Vendée","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 17,34% à 16,69%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -0,65 points.</span>"
"347","8503","PINEAU","Florence","Mme","LR",15.07,"BLANCHARD","Alain","M.",15.83,-0.76,"8503","3e circonscription de la Vendée","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 15,83% à 15,07%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -0,76 points.</span>"
"348","8505","LALERE","Jean-Michel","M.","LR",19.28,"THIBAUD","Yveline","Mme",10.68,8.6,"8505","5e circonscription de la Vendée","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 10,68% à 19,28%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  8,60 points.</span>"
"349","8603","DELANNOY","Enguerrand","M.","LR",13.32,"ZERBIB","Léonard","M.",6.42,6.9,"8603","3e circonscription de la Vienne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  6,42% à 13,32%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,90 points.</span>"
"350","8701","GENTIL","Sarah","Mme","LR",13.22,"VALIERE-VIALEIX","Jean","M.",8.84,4.38,"8701","1ère circonscription de la Haute-Vienne","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  8,84% à 13,22%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,38 points.</span>"
"351","8703","GUERIN","Guillaume","M.","LR",16.07,"TOULZA","Gilles","M.",10.12,5.95,"8703","3e circonscription de la Haute-Vienne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 10,12% à 16,07%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,95 points.</span>"
"352","8801","VIRY","Stéphane","M.","LR",26.04,"VIRY","Stéphane","M.",37.21,-11.17,"8801","1ère circonscription des Vosges","Moins de -10 %",1,"#67001f","une baisse de ","white","Entre 2022 et 2024, le taux est passé de 37,21% à 26,04%, soit une baisse de <span style='background: #67001f; display: inline-block; padding: 2px; padding-bottom:0; color:white'>-11,17 points.</span>"
"353","8802","CHERPION","Gérard","M.","LR",29.17,"PRIVAT MATTIONI","Caroline","Mme",11.84,17.33,"8802","2e circonscription des Vosges","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 11,84% à 29,17%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 17,33 points.</span>"
"354","8804","GAULTIER","Jean-Jacques","M.","LR",22.09,"GAULTIER","Jean-Jacques","M.",21.5,0.59,"8804","4e circonscription des Vosges","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 21,50% à 22,09%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  0,59 points.</span>"
"355","8901","LARRIVÉ","Guillaume","M.","LR",29.01,"LARRIVÉ","Guillaume","M.",22.61,6.4,"8901","1ère circonscription de l'Yonne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 22,61% à 29,01%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,40 points.</span>"
"356","8903","QUENTIN","Clarisse","Mme","LR",15.42,"PIRMAN","Gilles","M.",10.83,4.59,"8903","3e circonscription de l'Yonne","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 10,83% à 15,42%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,59 points.</span>"
"357","9001","BOUCARD","Ian","M.","LR",23.7,"BOUCARD","Ian","M.",27.26,-3.56,"9001","1ère circonscription du Territoire de Belfort","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 27,26% à 23,70%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -3,56 points.</span>"
